state,climate_zone,activity_type,land_size_hectares,project_age_years,avg_rainfall_mm,forest_cover_pct,soil_organic_carbon,estimated_carbon_credits_tco2e
Mizoram,Tropical Wet,Reforestation,185.39,10,2500,84.5,High,4413.71
Andhra Pradesh,Tropical Dry,Regenerative Agriculture,178.46,1,900,23.0,Low,85.9
Goa,Tropical Wet,Regenerative Agriculture,191.28,9,2900,60.0,High,1053.92
Punjab,Humid Subtropical,Afforestation,17.14,7,700,3.6,Medium,54.59
Punjab,Humid Subtropical,Afforestation,290.09,6,700,3.6,Medium,905.98
Mizoram,Tropical Wet,Regenerative Agriculture,237.38,5,2500,84.5,High,892.98
Tripura,Tropical Wet,Reforestation,45.84,3,2200,73.7,Medium,474.79
Manipur,Subtropical,Reforestation,92.88,3,1500,74.3,Medium,557.86
Rajasthan,Arid,Afforestation,246.81,8,500,4.8,Very Low,275.04
Maharashtra,Tropical Dry,Regenerative Agriculture,62.28,4,1100,16.5,Medium,63.32
Meghalaya,Tropical Wet,Afforestation,283.36,5,2800,76.3,High,3595.25
Jharkhand,Humid Subtropical,Regenerative Agriculture,33.91,6,1300,29.6,Medium,47.5
Tamil Nadu,Tropical Dry,Regenerative Agriculture,178.82,8,1000,17.4,Medium,229.24
Odisha,Humid Subtropical,Afforestation,47.82,9,1500,33.2,Medium,282.11
Jharkhand,Humid Subtropical,Regenerative Agriculture,296.9,5,1300,29.6,Medium,417.57
Andhra Pradesh,Tropical Dry,Afforestation,79.85,2,900,23.0,Low,123.39
Haryana,Humid Subtropical,Regenerative Agriculture,102.69,9,600,3.6,Low,102.61
Maharashtra,Tropical Dry,Afforestation,20.89,9,1100,16.5,Medium,90.35
Uttarakhand,Subtropical,Regenerative Agriculture,120.98,5,1800,45.4,High,300.37
Jharkhand,Humid Subtropical,Reforestation,252.75,2,1300,29.6,Medium,1001.85
Arunachal Pradesh,Subtropical,Regenerative Agriculture,277.12,2,2800,79.3,High,765.87
Himachal Pradesh,Subtropical,Afforestation,327.25,3,1600,27.1,Medium,1459.7
Telangana,Tropical Dry,Afforestation,319.05,7,950,24.0,Low,846.34
Bihar,Humid Subtropical,Regenerative Agriculture,9.92,3,1100,7.7,Medium,10.1
Haryana,Humid Subtropical,Regenerative Agriculture,114.78,4,600,3.6,Low,74.9
Sikkim,Subtropical,Afforestation,349.1,2,2700,47.3,High,2562.35
Nagaland,Tropical Wet,Afforestation,313.12,6,2000,73.9,High,3256.11
Bihar,Humid Subtropical,Regenerative Agriculture,121.82,8,1100,7.7,Medium,189.05
Andhra Pradesh,Tropical Dry,Regenerative Agriculture,128.42,2,900,23.0,Low,69.01
Punjab,Humid Subtropical,Regenerative Agriculture,52.63,9,700,3.6,Medium,59.82
Telangana,Tropical Dry,Reforestation,41.62,8,950,24.0,Low,150.61
Manipur,Subtropical,Reforestation,197.12,4,1500,74.3,Medium,1270.36
Madhya Pradesh,Humid Subtropical,Afforestation,212.08,5,1200,25.1,Medium,812.68
Chhattisgarh,Humid Subtropical,Afforestation,249.21,7,1400,41.1,Medium,1281.05
Haryana,Humid Subtropical,Afforestation,350.07,2,600,3.6,Low,621.44
Jharkhand,Humid Subtropical,Reforestation,17.49,6,1300,29.6,Medium,99.18
Nagaland,Tropical Wet,Afforestation,166.16,2,2000,73.9,High,1123.54
Maharashtra,Tropical Dry,Regenerative Agriculture,56.45,3,1100,16.5,Medium,49.08
Odisha,Humid Subtropical,Afforestation,134.27,1,1500,33.2,Medium,424.5
Assam,Tropical Wet,Afforestation,21.06,2,2700,34.2,Medium,160.5
Manipur,Subtropical,Regenerative Agriculture,131.75,6,1500,74.3,Medium,259.18
Manipur,Subtropical,Afforestation,290.34,3,1500,74.3,Medium,1198.51
Maharashtra,Tropical Dry,Regenerative Agriculture,118.5,9,1100,16.5,Medium,169.46
Rajasthan,Arid,Reforestation,242.02,6,500,4.8,Very Low,264.5
Tripura,Tropical Wet,Regenerative Agriculture,55.69,9,2200,73.7,Medium,227.08
Uttar Pradesh,Humid Subtropical,Reforestation,124.06,4,1000,6.1,Medium,475.49
Assam,Tropical Wet,Regenerative Agriculture,259.73,9,2700,34.2,Medium,1182.92
Chhattisgarh,Humid Subtropical,Afforestation,19.87,3,1400,41.1,Medium,74.75
Mizoram,Tropical Wet,Regenerative Agriculture,200.59,2,2500,84.5,High,596.44
Rajasthan,Arid,Reforestation,298.33,9,500,4.8,Very Low,416.39
Madhya Pradesh,Humid Subtropical,Regenerative Agriculture,70.09,10,1200,25.1,Medium,128.65
Rajasthan,Arid,Afforestation,340.7,10,500,4.8,Very Low,465.31
Haryana,Humid Subtropical,Regenerative Agriculture,188.01,7,600,3.6,Low,162.1
Madhya Pradesh,Humid Subtropical,Regenerative Agriculture,118.85,10,1200,25.1,Medium,224.2
Jharkhand,Humid Subtropical,Regenerative Agriculture,289.86,7,1300,29.6,Medium,486.34
Sikkim,Subtropical,Afforestation,339.14,10,2700,47.3,High,4666.84
Nagaland,Tropical Wet,Regenerative Agriculture,97.1,2,2000,73.9,High,230.01
Andhra Pradesh,Tropical Dry,Reforestation,135.61,5,900,23.0,Low,375.51
Manipur,Subtropical,Reforestation,91.47,8,1500,74.3,Medium,801.16
Karnataka,Tropical Dry,Regenerative Agriculture,226.63,7,1300,20.1,Medium,332.64
Manipur,Subtropical,Reforestation,262.0,3,1500,74.3,Medium,1599.02
Sikkim,Subtropical,Afforestation,452.59,6,2700,47.3,High,4893.41
Haryana,Humid Subtropical,Regenerative Agriculture,263.27,7,600,3.6,Low,222.99
West Bengal,Humid Subtropical,Reforestation,309.39,9,1750,18.9,Medium,2901.3
Punjab,Humid Subtropical,Afforestation,337.98,10,700,3.6,Medium,1404.41
Manipur,Subtropical,Reforestation,135.14,3,1500,74.3,Medium,794.47
Bihar,Humid Subtropical,Regenerative Agriculture,226.79,8,1100,7.7,Medium,336.97
Manipur,Subtropical,Reforestation,345.52,9,1500,74.3,Medium,3379.67
Maharashtra,Tropical Dry,Reforestation,112.14,3,1100,16.5,Medium,377.52
Bihar,Humid Subtropical,Afforestation,36.28,1,1100,7.7,Medium,96.21
Telangana,Tropical Dry,Regenerative Agriculture,54.64,10,950,24.0,Low,61.62
Madhya Pradesh,Humid Subtropical,Afforestation,102.71,4,1200,25.1,Medium,328.95
Sikkim,Subtropical,Regenerative Agriculture,238.95,3,2700,47.3,High,710.9
Uttar Pradesh,Humid Subtropical,Regenerative Agriculture,36.09,4,1000,6.1,Medium,37.55
Sikkim,Subtropical,Regenerative Agriculture,185.54,6,2700,47.3,High,702.36
Gujarat,Arid,Reforestation,33.17,6,800,7.6,Low,46.23
Punjab,Humid Subtropical,Regenerative Agriculture,78.39,9,700,3.6,Medium,89.76
Goa,Tropical Wet,Afforestation,78.23,4,2900,60.0,High,849.04
Himachal Pradesh,Subtropical,Reforestation,147.48,2,1600,27.1,Medium,773.92
Arunachal Pradesh,Subtropical,Reforestation,193.1,7,2800,79.3,High,3600.14
Nagaland,Tropical Wet,Reforestation,393.35,6,2000,73.9,High,5944.02
Goa,Tropical Wet,Afforestation,231.12,9,2900,60.0,High,3468.16
Madhya Pradesh,Humid Subtropical,Afforestation,394.68,3,1200,25.1,Medium,1271.98
Mizoram,Tropical Wet,Reforestation,264.77,1,2500,84.5,High,2795.32
Punjab,Humid Subtropical,Reforestation,373.37,7,700,3.6,Medium,1385.49
Goa,Tropical Wet,Reforestation,244.48,7,2900,60.0,High,4777.43
Uttarakhand,Subtropical,Regenerative Agriculture,21.15,8,1800,45.4,High,66.03
Karnataka,Tropical Dry,Afforestation,432.42,2,1300,20.1,Medium,1186.05
Punjab,Humid Subtropical,Afforestation,68.98,1,700,3.6,Medium,131.06
Arunachal Pradesh,Subtropical,Regenerative Agriculture,279.0,1,2800,79.3,High,624.64
Arunachal Pradesh,Subtropical,Regenerative Agriculture,115.57,1,2800,79.3,High,275.92
Haryana,Humid Subtropical,Reforestation,57.58,4,600,3.6,Low,148.03
Odisha,Humid Subtropical,Afforestation,201.99,2,1500,33.2,Medium,676.28
Bihar,Humid Subtropical,Afforestation,372.15,7,1100,7.7,Medium,1708.7
Arunachal Pradesh,Subtropical,Regenerative Agriculture,203.12,10,2800,79.3,High,1025.39
Goa,Tropical Wet,Reforestation,29.51,7,2900,60.0,High,590.7
Maharashtra,Tropical Dry,Reforestation,110.71,1,1100,16.5,Medium,294.01
Assam,Tropical Wet,Reforestation,168.48,2,2700,34.2,Medium,1857.55
Gujarat,Arid,Afforestation,13.42,10,800,7.6,Low,20.64
Manipur,Subtropical,Regenerative Agriculture,10.39,4,1500,74.3,Medium,16.22
Odisha,Humid Subtropical,Regenerative Agriculture,59.55,6,1500,33.2,Medium,102.07
Jharkhand,Humid Subtropical,Regenerative Agriculture,71.06,6,1300,29.6,Medium,108.97
Kerala,Tropical Wet,Regenerative Agriculture,105.1,2,3000,52.3,High,336.54
Punjab,Humid Subtropical,Reforestation,129.76,7,700,3.6,Medium,498.41
Bihar,Humid Subtropical,Regenerative Agriculture,192.3,3,1100,7.7,Medium,185.82
Jharkhand,Humid Subtropical,Reforestation,365.13,1,1300,29.6,Medium,1267.81
Mizoram,Tropical Wet,Afforestation,478.17,5,2500,84.5,High,5599.67
Madhya Pradesh,Humid Subtropical,Regenerative Agriculture,256.91,8,1200,25.1,Medium,413.77
Assam,Tropical Wet,Reforestation,208.45,1,2700,34.2,Medium,2001.06
Jharkhand,Humid Subtropical,Regenerative Agriculture,267.02,5,1300,29.6,Medium,363.05
Gujarat,Arid,Afforestation,202.73,7,800,7.6,Low,252.07
Manipur,Subtropical,Reforestation,79.51,1,1500,74.3,Medium,396.7
Karnataka,Tropical Dry,Afforestation,86.33,5,1300,20.1,Medium,314.39
Chhattisgarh,Humid Subtropical,Reforestation,320.35,6,1400,41.1,Medium,2132.59
Chhattisgarh,Humid Subtropical,Afforestation,478.27,10,1400,41.1,Medium,2937.77
Kerala,Tropical Wet,Regenerative Agriculture,211.38,7,3000,52.3,High,1032.78
Goa,Tropical Wet,Regenerative Agriculture,249.6,7,2900,60.0,High,1194.63
Nagaland,Tropical Wet,Regenerative Agriculture,145.93,10,2000,73.9,High,670.18
Goa,Tropical Wet,Afforestation,469.65,7,2900,60.0,High,6699.93
Tripura,Tropical Wet,Regenerative Agriculture,248.65,2,2200,73.7,Medium,589.15
Nagaland,Tropical Wet,Regenerative Agriculture,187.65,10,2000,73.9,High,863.26
Goa,Tropical Wet,Reforestation,328.54,1,2900,60.0,High,3703.84
Himachal Pradesh,Subtropical,Reforestation,232.29,8,1600,27.1,Medium,2056.02
Uttarakhand,Subtropical,Afforestation,267.78,1,1800,45.4,High,1219.15
Chhattisgarh,Humid Subtropical,Reforestation,160.62,2,1400,41.1,Medium,711.92
Tripura,Tropical Wet,Afforestation,178.04,7,2200,73.7,Medium,1759.66
Chhattisgarh,Humid Subtropical,Afforestation,428.29,9,1400,41.1,Medium,2468.98
Mizoram,Tropical Wet,Regenerative Agriculture,30.69,9,2500,84.5,High,159.93
Mizoram,Tropical Wet,Afforestation,12.96,9,2500,84.5,High,194.63
Haryana,Humid Subtropical,Reforestation,327.75,4,600,3.6,Low,831.61
Punjab,Humid Subtropical,Afforestation,281.46,1,700,3.6,Medium,550.09
Arunachal Pradesh,Subtropical,Reforestation,79.0,5,2800,79.3,High,1101.46
Gujarat,Arid,Afforestation,66.3,4,800,7.6,Low,67.22
Arunachal Pradesh,Subtropical,Regenerative Agriculture,222.69,8,2800,79.3,High,965.99
Rajasthan,Arid,Regenerative Agriculture,152.26,5,500,4.8,Very Low,41.92
Punjab,Humid Subtropical,Regenerative Agriculture,30.7,10,700,3.6,Medium,35.73
Haryana,Humid Subtropical,Afforestation,227.98,5,600,3.6,Low,534.43
Meghalaya,Tropical Wet,Reforestation,368.13,3,2800,76.3,High,5395.89
Sikkim,Subtropical,Regenerative Agriculture,218.91,1,2700,47.3,High,511.86
Punjab,Humid Subtropical,Reforestation,154.85,4,700,3.6,Medium,464.15
Gujarat,Arid,Reforestation,224.67,8,800,7.6,Low,366.81
Bihar,Humid Subtropical,Reforestation,186.69,9,1100,7.7,Medium,1170.63
Chhattisgarh,Humid Subtropical,Afforestation,237.46,6,1400,41.1,Medium,1080.26
Uttarakhand,Subtropical,Regenerative Agriculture,226.06,10,1800,45.4,High,770.73
Chhattisgarh,Humid Subtropical,Afforestation,246.47,3,1400,41.1,Medium,856.02
Uttar Pradesh,Humid Subtropical,Afforestation,203.93,2,1000,6.1,Medium,522.35
Telangana,Tropical Dry,Reforestation,217.14,8,950,24.0,Low,747.18
Goa,Tropical Wet,Reforestation,211.72,4,2900,60.0,High,3139.77
Sikkim,Subtropical,Reforestation,68.27,2,2700,47.3,High,709.55
Uttar Pradesh,Humid Subtropical,Regenerative Agriculture,281.92,7,1000,6.1,Medium,365.49
Assam,Tropical Wet,Reforestation,235.82,2,2700,34.2,Medium,2636.59
Telangana,Tropical Dry,Afforestation,262.68,4,950,24.0,Low,537.32
West Bengal,Humid Subtropical,Reforestation,244.97,3,1750,18.9,Medium,1402.61
Maharashtra,Tropical Dry,Regenerative Agriculture,168.87,3,1100,16.5,Medium,154.7
Andhra Pradesh,Tropical Dry,Afforestation,390.63,5,900,23.0,Low,827.46
Andhra Pradesh,Tropical Dry,Regenerative Agriculture,131.95,10,900,23.0,Low,144.81
Karnataka,Tropical Dry,Regenerative Agriculture,46.46,6,1300,20.1,Medium,65.58
Sikkim,Subtropical,Reforestation,30.98,5,2700,47.3,High,456.14
Tamil Nadu,Tropical Dry,Afforestation,223.34,7,1000,17.4,Medium,750.94
Gujarat,Arid,Reforestation,373.11,7,800,7.6,Low,536.16
Manipur,Subtropical,Afforestation,286.56,4,1500,74.3,Medium,1334.87
Tamil Nadu,Tropical Dry,Afforestation,356.64,5,1000,17.4,Medium,1009.0
Mizoram,Tropical Wet,Regenerative Agriculture,277.17,1,2500,84.5,High,720.32
Tamil Nadu,Tropical Dry,Reforestation,85.76,3,1000,17.4,Medium,257.61
Telangana,Tropical Dry,Afforestation,209.87,10,950,24.0,Low,677.62
Andhra Pradesh,Tropical Dry,Afforestation,366.73,5,900,23.0,Low,773.23
Tamil Nadu,Tropical Dry,Afforestation,332.57,6,1000,17.4,Medium,1026.39
Arunachal Pradesh,Subtropical,Afforestation,404.51,2,2800,79.3,High,2881.65
Chhattisgarh,Humid Subtropical,Reforestation,337.02,6,1400,41.1,Medium,2223.19
Telangana,Tropical Dry,Reforestation,369.41,10,950,24.0,Low,1572.55
Nagaland,Tropical Wet,Regenerative Agriculture,30.19,8,2000,73.9,High,117.97
Madhya Pradesh,Humid Subtropical,Reforestation,251.46,7,1200,25.1,Medium,1313.02
Odisha,Humid Subtropical,Afforestation,233.84,10,1500,33.2,Medium,1514.18
West Bengal,Humid Subtropical,Reforestation,209.39,4,1750,18.9,Medium,1361.03
Jharkhand,Humid Subtropical,Regenerative Agriculture,238.62,9,1300,29.6,Medium,448.49
Uttar Pradesh,Humid Subtropical,Reforestation,162.41,7,1000,6.1,Medium,796.26
Arunachal Pradesh,Subtropical,Regenerative Agriculture,129.41,2,2800,79.3,High,335.86
Uttar Pradesh,Humid Subtropical,Regenerative Agriculture,258.94,6,1000,6.1,Medium,291.39
Maharashtra,Tropical Dry,Afforestation,443.56,5,1100,16.5,Medium,1420.14
Tamil Nadu,Tropical Dry,Regenerative Agriculture,231.15,2,1000,17.4,Medium,176.34
Assam,Tropical Wet,Reforestation,257.85,5,2700,34.2,Medium,3885.44
Manipur,Subtropical,Reforestation,306.74,6,1500,74.3,Medium,2354.26
Arunachal Pradesh,Subtropical,Afforestation,278.19,10,2800,79.3,High,3968.77
Bihar,Humid Subtropical,Afforestation,165.52,3,1100,7.7,Medium,537.43
Chhattisgarh,Humid Subtropical,Regenerative Agriculture,34.38,2,1400,41.1,Medium,39.86
Rajasthan,Arid,Afforestation,305.57,2,500,4.8,Very Low,202.12
Punjab,Humid Subtropical,Reforestation,310.04,5,700,3.6,Medium,1031.08
Rajasthan,Arid,Afforestation,104.06,4,500,4.8,Very Low,83.33
Arunachal Pradesh,Subtropical,Regenerative Agriculture,64.53,7,2800,79.3,High,268.34
Maharashtra,Tropical Dry,Regenerative Agriculture,93.79,4,1100,16.5,Medium,91.98
Andhra Pradesh,Tropical Dry,Reforestation,378.52,7,900,23.0,Low,1307.17
Madhya Pradesh,Humid Subtropical,Afforestation,82.5,7,1200,25.1,Medium,353.03
Uttarakhand,Subtropical,Reforestation,311.09,4,1800,45.4,High,2829.88
Maharashtra,Tropical Dry,Regenerative Agriculture,11.2,9,1100,16.5,Medium,14.97
Uttar Pradesh,Humid Subtropical,Reforestation,254.16,3,1000,6.1,Medium,854.91
Mizoram,Tropical Wet,Reforestation,375.13,7,2500,84.5,High,7185.89
Gujarat,Arid,Regenerative Agriculture,281.76,4,800,7.6,Low,86.91
Madhya Pradesh,Humid Subtropical,Afforestation,115.43,9,1200,25.1,Medium,583.12
Nagaland,Tropical Wet,Regenerative Agriculture,23.82,3,2000,73.9,High,61.18
Bihar,Humid Subtropical,Regenerative Agriculture,65.03,6,1100,7.7,Medium,86.77
Meghalaya,Tropical Wet,Afforestation,436.07,2,2800,76.3,High,3740.65
Andhra Pradesh,Tropical Dry,Regenerative Agriculture,165.06,9,900,23.0,Low,171.88
Assam,Tropical Wet,Afforestation,308.02,2,2700,34.2,Medium,2277.72
Himachal Pradesh,Subtropical,Reforestation,370.86,4,1600,27.1,Medium,2375.07
Tripura,Tropical Wet,Reforestation,60.52,8,2200,73.7,Medium,893.61
Meghalaya,Tropical Wet,Reforestation,355.47,7,2800,76.3,High,7180.94
Punjab,Humid Subtropical,Reforestation,374.58,8,700,3.6,Medium,1448.72
Punjab,Humid Subtropical,Reforestation,29.78,8,700,3.6,Medium,121.64
Punjab,Humid Subtropical,Afforestation,361.46,9,700,3.6,Medium,1294.42
Himachal Pradesh,Subtropical,Afforestation,433.54,4,1600,27.1,Medium,2121.3
Assam,Tropical Wet,Regenerative Agriculture,210.66,6,2700,34.2,Medium,823.79
Arunachal Pradesh,Subtropical,Afforestation,498.44,1,2800,79.3,High,3352.35
Chhattisgarh,Humid Subtropical,Regenerative Agriculture,51.74,4,1400,41.1,Medium,72.21
Himachal Pradesh,Subtropical,Regenerative Agriculture,291.69,5,1600,27.1,Medium,550.03
Mizoram,Tropical Wet,Afforestation,328.91,2,2500,84.5,High,2543.02
Gujarat,Arid,Reforestation,212.58,4,800,7.6,Low,241.74
Tripura,Tropical Wet,Afforestation,91.43,4,2200,73.7,Medium,753.53
West Bengal,Humid Subtropical,Reforestation,330.91,7,1750,18.9,Medium,2741.53
Rajasthan,Arid,Regenerative Agriculture,267.89,10,500,4.8,Very Low,105.98
Tamil Nadu,Tropical Dry,Reforestation,150.48,3,1000,17.4,Medium,443.54
Sikkim,Subtropical,Regenerative Agriculture,192.59,5,2700,47.3,High,678.45
Sikkim,Subtropical,Afforestation,33.06,10,2700,47.3,High,473.06
Maharashtra,Tropical Dry,Reforestation,190.97,3,1100,16.5,Medium,618.39
Assam,Tropical Wet,Reforestation,19.05,8,2700,34.2,Medium,350.66
Sikkim,Subtropical,Reforestation,111.59,6,2700,47.3,High,1806.6
Jharkhand,Humid Subtropical,Afforestation,394.74,5,1300,29.6,Medium,1626.68
Mizoram,Tropical Wet,Afforestation,294.12,6,2500,84.5,High,3611.53
Jharkhand,Humid Subtropical,Afforestation,413.59,1,1300,29.6,Medium,1062.31
Meghalaya,Tropical Wet,Afforestation,225.39,6,2800,76.3,High,2880.99
Rajasthan,Arid,Regenerative Agriculture,26.93,2,500,4.8,Very Low,5.46
Rajasthan,Arid,Afforestation,455.7,1,500,4.8,Very Low,273.48
Goa,Tropical Wet,Regenerative Agriculture,284.77,7,2900,60.0,High,1448.7
West Bengal,Humid Subtropical,Afforestation,16.96,2,1750,18.9,Medium,70.43
Assam,Tropical Wet,Regenerative Agriculture,221.28,7,2700,34.2,Medium,937.09
Maharashtra,Tropical Dry,Afforestation,37.3,9,1100,16.5,Medium,152.83
Mizoram,Tropical Wet,Reforestation,206.86,8,2500,84.5,High,4221.6
Odisha,Humid Subtropical,Reforestation,128.74,10,1500,33.2,Medium,1221.28
Jharkhand,Humid Subtropical,Regenerative Agriculture,185.35,1,1300,29.6,Medium,172.28
Punjab,Humid Subtropical,Afforestation,448.91,9,700,3.6,Medium,1725.83
Himachal Pradesh,Subtropical,Afforestation,261.79,3,1600,27.1,Medium,1210.35
Madhya Pradesh,Humid Subtropical,Afforestation,377.79,10,1200,25.1,Medium,1935.12
Himachal Pradesh,Subtropical,Regenerative Agriculture,7.68,7,1600,27.1,Medium,15.45
Gujarat,Arid,Regenerative Agriculture,213.55,7,800,7.6,Low,84.83
Sikkim,Subtropical,Afforestation,129.63,8,2700,47.3,High,1717.36
Tripura,Tropical Wet,Reforestation,65.59,9,2200,73.7,Medium,1117.18
West Bengal,Humid Subtropical,Afforestation,129.56,3,1750,18.9,Medium,591.79
Uttar Pradesh,Humid Subtropical,Afforestation,445.62,2,1000,6.1,Medium,1162.24
Andhra Pradesh,Tropical Dry,Reforestation,279.79,7,900,23.0,Low,913.0
Punjab,Humid Subtropical,Regenerative Agriculture,118.95,1,700,3.6,Medium,66.54
Tripura,Tropical Wet,Afforestation,33.48,10,2200,73.7,Medium,399.99
Nagaland,Tropical Wet,Regenerative Agriculture,126.28,10,2000,73.9,High,559.25
Himachal Pradesh,Subtropical,Reforestation,261.79,1,1600,27.1,Medium,1242.26
Manipur,Subtropical,Regenerative Agriculture,31.13,7,1500,74.3,Medium,62.19
Goa,Tropical Wet,Reforestation,204.46,10,2900,60.0,High,4835.74
Himachal Pradesh,Subtropical,Reforestation,328.7,5,1600,27.1,Medium,2213.02
Arunachal Pradesh,Subtropical,Regenerative Agriculture,281.66,6,2800,79.3,High,1056.99
Tripura,Tropical Wet,Afforestation,276.95,4,2200,73.7,Medium,2110.33
Tamil Nadu,Tropical Dry,Regenerative Agriculture,216.03,4,1000,17.4,Medium,191.11
Tamil Nadu,Tropical Dry,Afforestation,116.55,3,1000,17.4,Medium,259.32
Madhya Pradesh,Humid Subtropical,Reforestation,390.94,3,1200,25.1,Medium,1541.63
Maharashtra,Tropical Dry,Reforestation,153.08,8,1100,16.5,Medium,795.06
Telangana,Tropical Dry,Afforestation,391.09,4,950,24.0,Low,781.93
Sikkim,Subtropical,Regenerative Agriculture,192.51,2,2700,47.3,High,510.37
Jharkhand,Humid Subtropical,Afforestation,210.5,4,1300,29.6,Medium,775.77
Bihar,Humid Subtropical,Regenerative Agriculture,45.43,3,1100,7.7,Medium,44.37
Meghalaya,Tropical Wet,Reforestation,393.8,5,2800,76.3,High,6800.13
Telangana,Tropical Dry,Afforestation,458.4,1,950,24.0,Low,657.52
Jharkhand,Humid Subtropical,Reforestation,233.78,3,1300,29.6,Medium,954.96
Andhra Pradesh,Tropical Dry,Reforestation,357.27,8,900,23.0,Low,1250.66
Tamil Nadu,Tropical Dry,Reforestation,290.07,3,1000,17.4,Medium,831.16
Karnataka,Tropical Dry,Regenerative Agriculture,153.72,9,1300,20.1,Medium,262.33
Goa,Tropical Wet,Reforestation,186.78,7,2900,60.0,High,3657.13
Nagaland,Tropical Wet,Afforestation,159.02,6,2000,73.9,High,1471.0
Nagaland,Tropical Wet,Reforestation,361.4,4,2000,73.9,High,4340.74
Maharashtra,Tropical Dry,Afforestation,384.74,1,1100,16.5,Medium,759.45
Bihar,Humid Subtropical,Reforestation,218.55,7,1100,7.7,Medium,1138.37
Tamil Nadu,Tropical Dry,Regenerative Agriculture,44.36,2,1000,17.4,Medium,33.37
Punjab,Humid Subtropical,Afforestation,60.58,6,700,3.6,Medium,173.1
West Bengal,Humid Subtropical,Afforestation,328.28,5,1750,18.9,Medium,1877.84
Tripura,Tropical Wet,Afforestation,373.73,10,2200,73.7,Medium,4426.34
Tripura,Tropical Wet,Reforestation,361.27,6,2200,73.7,Medium,4965.63
Mizoram,Tropical Wet,Regenerative Agriculture,247.24,5,2500,84.5,High,990.29
Manipur,Subtropical,Afforestation,466.85,6,1500,74.3,Medium,2617.44
Chhattisgarh,Humid Subtropical,Regenerative Agriculture,133.84,3,1400,41.1,Medium,169.72
Andhra Pradesh,Tropical Dry,Afforestation,499.12,1,900,23.0,Low,730.31
Madhya Pradesh,Humid Subtropical,Regenerative Agriculture,292.46,2,1200,25.1,Medium,292.26
Meghalaya,Tropical Wet,Regenerative Agriculture,196.81,7,2800,76.3,High,983.23
Kerala,Tropical Wet,Afforestation,378.38,4,3000,52.3,High,4040.76
